candidate,target,null,d_inv,d_portrait
TOL_11,BRAIN_10,CFG,0.261000940233169,0.21113111472532398
TOL_11,BRAIN_10,CFG,0.2958837376402178,0.25956430451740703
TOL_11,BRAIN_10,CFG,0.3019442241968393,0.35776064239314664
TOL_11,BRAIN_10,CFG,0.3913679782637957,0.5024618545817404
TOL_11,BRAIN_10,CFG,0.3852821679198158,0.37205378508414555
TOL_11,BRAIN_10,CFG,0.2905385948873769,0.28550766342646994
TOL_11,BRAIN_10,CFG,0.2522304175403669,0.3036060711052475
TOL_11,BRAIN_10,CFG,0.36677311394490036,0.3405825623092619
TOL_11,BRAIN_10,CFG,0.3127515172165192,0.4498583152895279
TOL_11,BRAIN_10,CFG,0.22532951695026865,0.27303022338158567
TOL_11,BRAIN_10,CFG,0.30435202792276933,0.27780906542482564
TOL_11,BRAIN_10,CFG,0.29973889714155494,0.3837065828898293
TOL_11,BRAIN_10,CFG,0.2903698275042049,0.23744206428154557
TOL_11,BRAIN_10,CFG,0.3314149431750431,0.30919139079157043
TOL_11,BRAIN_10,CFG,0.27259484141727697,0.22909459748239214
TOL_11,BRAIN_10,CFG,0.20439436432253694,0.21842065387891235
TOL_11,BRAIN_10,CFG,0.4689425010337222,0.3889012184804396
TOL_11,BRAIN_10,CFG,0.42005265863878316,0.3473859575078009
TOL_11,BRAIN_10,CFG,0.3621484444792601,0.29702070045028417
TOL_11,BRAIN_10,CFG,0.25439202869292565,0.3107204230137155
TOL_11,BRAIN_10,CFG,0.39636811069328265,0.3864304405034486
TOL_11,BRAIN_10,CFG,0.29199864394280167,0.31761312558551347
TOL_11,BRAIN_10,CFG,0.3097297334658553,0.2599129680194687
TOL_11,BRAIN_10,CFG,0.3284360289538683,0.3324090718393845
TOL_11,BRAIN_10,CFG,0.3046924375100518,0.3842841286627878
TOL_11,BRAIN_10,CFG,0.43049258724199546,0.4196598781278472
TOL_11,BRAIN_10,CFG,0.39843866793379173,0.3177457227209699
TOL_11,BRAIN_10,CFG,0.24371320055999732,0.3334712151797594
TOL_11,BRAIN_10,CFG,0.3276001007378411,0.25884301232271495
